0.000000	1.000000
4.400110	2.000000
4.801010	3.000000
4.801870	4.000000
5.201920	5.000000
5.202770	6.000000
5.203620	7.000000
5.204470	8.000000
5.602820	9.000000
5.603670	10.000000
5.604520	11.000000
5.605380	12.000000
5.606230	13.000000
5.607080	14.000000
5.607930	15.000000
5.608790	16.000000
6.003720	17.000000
6.004570	18.000000
6.005430	19.000000
6.006280	20.000000
6.007130	20.050000
6.007980	20.100000
6.008840	20.150000
6.009690	20.199000
6.010540	20.249000
6.011400	20.298000
6.012250	20.347000
6.013100	20.397000
6.013950	20.446000
6.014810	20.494000
6.015660	20.543000
6.016510	20.592000
6.404620	20.641000
6.405480	20.689000
6.406330	20.737000
6.407180	20.786000
6.408030	20.834000
6.408890	20.882000
6.409740	20.930000
6.410590	20.977000
6.411440	21.025000
6.412300	21.073000
6.413150	21.120000
6.414000	21.167000
6.414860	21.215000
6.415710	21.262000
6.416560	21.309000
6.417410	21.356000
6.418270	21.403000
6.419120	21.449000
6.419970	21.496000
6.420830	21.542000
6.805520	21.589000
6.806380	21.635000
6.807230	21.681000
6.808080	21.727000
6.808940	21.773000
6.809790	21.819000
6.810640	21.865000
6.811490	21.911000
6.812350	21.957000
6.813200	22.002000
6.814050	22.048000
6.814910	22.093000
6.815760	22.138000
6.816610	22.183000
6.817460	22.228000
6.818320	22.273000
6.819170	22.318000
6.820020	22.363000
6.820880	22.408000
6.821730	22.453000
7.206430	22.497000
7.207280	22.542000
7.208130	22.586000
7.208990	22.630000
7.209840	22.674000
7.210690	22.718000
7.211540	22.762000
7.212400	22.806000
7.213250	22.850000
7.214100	22.894000
7.214960	22.938000
7.215810	22.981000
7.216660	23.025000
7.217510	23.068000
7.218370	23.112000
7.219220	23.155000
7.220070	23.198000
7.220920	23.241000
7.221780	23.284000
7.222630	23.327000
7.607330	23.370000
7.608180	23.413000
7.609040	23.455000
7.609890	23.498000
7.610740	23.541000
7.611590	23.583000
7.612450	23.626000
7.613300	23.668000
7.614150	23.710000
7.615000	23.752000
7.615860	23.794000
7.616710	23.836000
7.617560	23.878000
7.618420	23.920000
7.619270	23.962000
7.620120	24.004000
7.620970	24.045000
7.621850	24.087000
7.622770	24.129000
7.623650	24.170000
8.008230	24.211000
8.009080	24.253000
8.009940	24.294000
8.010790	24.335000
8.011640	24.376000
8.012500	24.417000
8.013350	24.458000
8.014200	24.499000
8.015050	24.540000
8.015910	24.581000
8.016760	24.621000
8.017610	24.662000
8.018470	24.702000
8.019320	24.743000
8.020170	24.783000
8.021020	24.824000
8.021880	24.864000
8.022750	24.904000
8.023680	24.944000
8.024550	24.984000
8.494550	1.000000
