0.000000	1.000000
0.700860	2.000000
1.411310	3.000000
1.419630	4.000000
2.121750	5.000000
2.130070	6.000000
2.138390	7.000000
2.146710	8.000000
2.832200	9.000000
2.840520	10.000000
2.848840	11.000000
2.857160	12.000000
2.865480	13.000000
2.873800	14.000000
2.882120	15.000000
2.890440	16.000000
3.542640	17.000000
3.550960	18.000000
3.559280	19.000000
3.567600	20.000000
3.575920	20.050000
3.584240	20.100000
3.592560	20.150000
3.600880	20.199000
3.609200	20.249000
3.617520	20.298000
3.625840	20.347000
3.634160	20.397000
3.642480	20.446000
3.650800	20.494000
3.659120	20.543000
3.667440	20.592000
4.847440	1.000000
6.710440	2.000000
7.423660	3.000000
7.429210	4.000000
8.134100	5.000000
8.142420	6.000000
8.150740	7.000000
8.159060	8.000000
8.844550	9.000000
8.852870	10.000000
8.861190	11.000000
8.869510	12.000000
8.877830	13.000000
8.886150	14.000000
8.894470	15.000000
8.902790	16.000000
9.554990	17.000000
9.563310	18.000000
9.571630	19.000000
9.579950	20.000000
9.588270	20.050000
9.596590	20.100000
9.604910	20.150000
9.613230	20.199000
9.621550	20.249000
9.629870	20.298000
9.638190	20.347000
9.646510	20.397000
9.654830	20.446000
9.663150	20.494000
9.671470	20.543000
9.679790	20.592000
10.265440	20.641000
10.273760	20.689000
10.282080	20.737000
10.290400	20.786000
10.298720	20.834000
10.307040	20.882000
10.315360	20.930000
10.323680	20.977000
10.332000	21.025000
10.340320	21.073000
10.348640	21.120000
10.356960	21.167000
10.365280	21.215000
10.373600	21.262000
10.381920	21.309000
10.390240	21.356000
10.398560	21.403000
10.406880	21.449000
10.415200	21.496000
10.423520	21.542000
11.253520	1.000000
